,ADDRESS,STOPS,WEIGHT
3621,12000 TECH RIDGE BLVD,1,0.001941747572815534
3618,12000 SH 130 SB,1,0.001941747572815534
3617,12000 SH 130,1,0.001941747572815534
3616,12000 S. IH 35 SB,1,0.001941747572815534
3615,12000 S. IH 35 NB,1,0.001941747572815534
3614,12000 S. IH 35,1,0.001941747572815534
3613,12000 S. I35,1,0.001941747572815534
3631,12001 PARK THIRTY FIVE CIR,1,0.001941747572815534
3632,12003 RESEARCH BLVD,1,0.001941747572815534
3633,12004 METRIC BLVD,1,0.001941747572815534
3634,12009 ASPENDALE DRIVE,1,0.001941747572815534
3649,121 100 BLOCK WOODWARD STREET,1,0.001941747572815534
3648,120O BLOCK METRIC,1,0.001941747572815534
3647,1207 E DEAN KEETON RAMP,1,0.001941747572815534
3646,1206 BLOCK PAYTON GIN,1,0.001941747572815534
3645,12041 DESSAU RD,1,0.001941747572815534
3644,12041 BLOCK DESSAU RD,1,0.001941747572815534
3643,1203 W OLTORF,1,0.001941747572815534
3642,12021 DESSAU,1,0.001941747572815534
3641,120200 RESEARCH,1,0.001941747572815534
3640,1202 WEST AVENUE,1,0.001941747572815534
3639,12013 RESEARCH BLVD SVRD NB,1,0.001941747572815534
3638,12012 BITTERN HOLW,1,0.001941747572815534
3637,1201 WEST 38TH STREET,1,0.001941747572815534
3636,1201 WEBBERVILLE ROAD,1,0.001941747572815534
3635,1201 BARBARA JORDAN BLVD,1,0.001941747572815534
3717,12100 N. IH-35 NB SVC RD,1,0.001941747572815534
3719,12100 NORTH IH 35,1,0.001941747572815534
3605,12000 S  IH35 NB,1,0.001941747572815534
3790,12200 IH 35 S/B,1,0.001941747572815534
3808,12200 N MOPAC EXPWY,1,0.001941747572815534
3804,12200 N IH35 SB,1,0.001941747572815534
3801,12200 N IH 35 SVRD NB,1,0.001941747572815534
3796,12200 N 183 HWY,1,0.001941747572815534
3794,12200 MOSELY,1,0.001941747572815534
3793,12200 MOPAC EXPRESSWAY SERVICE ROAD,1,0.001941747572815534
3791,12200 JOLLYVILLE RD,1,0.001941747572815534
3789,12200 HUNTERS CHASE DR,1,0.001941747572815534
3814,12200 N MOPAC SVRD SB,1,0.001941747572815534
3788,12200 HARRIS BRANCH PKWY,1,0.001941747572815534
3786,12200 DEERBROOK TRL,1,0.001941747572815534
3784,12200 BLOCK TECHRIDGE BOULEVARD,1,0.001941747572815534
3783,12200 BLOCK TECHNOLOGY BOULEVARD,1,0.001941747572815534
3781,12200 BLOCK SOUTH I 35,1,0.001941747572815534
3780,12200 BLOCK RIATA TRACE PARKWAY,1,0.001941747572815534
3778,12200 BLOCK RESEARCH BLVD SVRD SB,1,0.001941747572815534
3809,12200 N MOPAC EXPWY SVRD,1,0.001941747572815534
3815,12200 N RESEARCH,1,0.001941747572815534
3720,12100 NORTH INTERSTATE 35,1,0.001941747572815534
3830,12200 RESEARCH BLVD NB,1,0.001941747572815534
3842,12200 TECH RIDGE BLVD,1,0.001941747572815534
3840,12200 SOUTH I 35,1,0.001941747572815534
3838,12200 S 183 HWY PROPPER,1,0.001941747572815534
3837,12200 RIATA TRACE PRKWY,1,0.001941747572815534
3836,12200 RIATA TRACE PKWY,1,0.001941747572815534
3835,12200 RESEARCH BOULEVARD,1,0.001941747572815534
3832,12200 RESEARCH BLVD SVC,1,0.001941747572815534
3828,12200 RESEARCH,1,0.001941747572815534
3816,12200 N RESEARCH BLVD,1,0.001941747572815534
3826,12200 NORTH INTERSTATE 35,1,0.001941747572815534
3825,12200 NORTH IH 35 SERVICE ROAD,1,0.001941747572815534
3824,12200 NORTH I H 35,1,0.001941747572815534
3823,12200 N. IH35 SVRD,1,0.001941747572815534
3821,12200 N US 183 SB,1,0.001941747572815534
3819,12200 N US 183 HWY NB,1,0.001941747572815534
3818,12200 N US 183 HWY,1,0.001941747572815534
3777,12200 BLOCK PECAN PARK,1,0.001941747572815534
3776,12200 BLOCK OF NORTH INTERSTATE 35 NB,1,0.001941747572815534
3774,12200 BLOCK NORTH MOPAC EXPRESSWAY SERVI,1,0.001941747572815534
3735,121000 HARRIS BRANCH PKWY,1,0.001941747572815534
3742,12129 620,1,0.001941747572815534
3741,1212 E ANDERSON LN SVRD WB,1,0.001941747572815534
3740,12115 METRIC BOULEVARD,1,0.001941747572815534
3739,12113 METRIC,1,0.001941747572815534
3738,12112 ROXIE DRIVE,1,0.001941747572815534
3737,1211 BLOCK RUTLAND DRIVE,1,0.001941747572815534
3736,12100BLOCK NORTH IH 35,1,0.001941747572815534
3734,12100 US 183 HWY SB,1,0.001941747572815534
3772,12200 BLOCK NORTH LAMAR BOULEVARD,1,0.001941747572815534
3733,12100 TECH RIDGE BOULEVARD,1,0.001941747572815534
3732,12100 S IH 35 SB,1,0.001941747572815534
3731,12100 S IH 35 NB,1,0.001941747572815534
3730,12100 S IH 35,1,0.001941747572815534
3728,12100 RESEARCH NB SVC RD,1,0.001941747572815534
3723,12100 PECAN CREEK PKWY,1,0.001941747572815534
3722,12100 PECAN CREEK,1,0.001941747572815534
3743,12140 N LAMAR BLVD,1,0.001941747572815534
3744,1215 E BRAKER LN,1,0.001941747572815534
3745,1215 RUTLAND DR,1,0.001941747572815534
3746,12150 METRIC BLVD,1,0.001941747572815534
3771,12200 BLOCK NORTH IH35,1,0.001941747572815534
3768,12200 BLOCK NORTH I H 35,1,0.001941747572815534
3766,12200 BLOCK N LAMAR BLVD,1,0.001941747572815534
3765,12200 BLOCK MOPAC EXPRESSWAY,1,0.001941747572815534
3763,12200 BLOCK METRIC BOUELVARD,1,0.001941747572815534
3762,12200 BLOCK MERIDIAN PARK BOULEVARD,1,0.001941747572815534
3761,12200 BLOCK IH 35,1,0.001941747572815534
3760,12200 BLOCK HYMEADOW DRIVE,1,0.001941747572815534
3758,12200 BLOCK DEERBROOK TRAIL,1,0.001941747572815534
3754,12200 BLK MOPAC EXPY,1,0.001941747572815534
3753,12200 BLK HARRIS BRANCH PKWAY,1,0.001941747572815534
3750,12182 RESEARCH BLVD,1,0.001941747572815534
3749,12164 N MOPAC EXPY SVRD SB,1,0.001941747572815534
3748,12151 NORTH MOPAC EXPRESSWAY,1,0.001941747572815534
3747,12151 N IH 35 SVRD NB,1,0.001941747572815534
3611,12000 S IH35 EF,1,0.001941747572815534
3604,12000 RESEARCH SVRD SB,1,0.001941747572815534
3341,1200 FAIRFIELD,1,0.001941747572815534
3421,1200 W BEN WHITE WB,1,0.001941747572815534
3430,1200 W RIVERSIDE DR,1,0.001941747572815534
3429,1200 W RIVERSIDE,1,0.001941747572815534
3427,1200 W NORTH LOOP,1,0.001941747572815534
3426,1200 W MARTIN LUTHER KING JR BLVD,1,0.001941747572815534
3425,1200 W MARTIN LUTHER KING BLVD,1,0.001941747572815534
3424,1200 W KOENIG LN,1,0.001941747572815534
3423,1200 W CESAR CHAVEZ ST,1,0.001941747572815534
3420,1200 W BEN WHITE EB,1,0.001941747572815534
3436,1200 W. 38TH ST,1,0.001941747572815534
3419,1200 W BEN WHITE BLVD SVRD EB,1,0.001941747572815534
3415,1200 W ANDERSON LANE,1,0.001941747572815534
3413,1200 W 6TH STREET,1,0.001941747572815534
3409,1200 W 38TH,1,0.001941747572815534
3408,1200 W 34TH ST,1,0.001941747572815534
3407,1200 W 24TH ST,1,0.001941747572815534
3406,1200 VARGAS ST,1,0.001941747572815534
3435,1200 W WILLIAM CANNON DR,1,0.001941747572815534
3437,1200 W. PARMER LN,1,0.001941747572815534
3460,12000 BLK N IH 35 NB,1,0.001941747572815534
3450,1200 WOODLAND AVE,1,0.001941747572815534
3458,12000 BLCOK NORTH IH 35,1,0.001941747572815534
3457,12000 ANDERSON MILL RD,1,0.001941747572815534
3456,12000 AMHERST DRIVE,1,0.001941747572815534
3454,12000 AMHERST,1,0.001941747572815534
3453,12000 183,1,0.001941747572815534
3452,12000  BLOCK PECAN CREEK PARKWAY,1,0.001941747572815534
3451,1200 WOODWARD ST,1,0.001941747572815534
3447,1200 WINSTED AVE,1,0.001941747572815534
3438,1200 W. SLAUGHTER,1,0.001941747572815534
3446,1200 WINSTED,1,0.001941747572815534
3445,1200 WESTMOOR DR,1,0.001941747572815534
3444,1200 WEST PARMER LANE,1,0.001941747572815534
3443,1200 WEST ENFIELD ROAD,1,0.001941747572815534
3442,1200 WEST ANDERSON LANE,1,0.001941747572815534
3440,1200 W.SLAUGHTER LN,1,0.001941747572815534
3439,1200 W. SLAUGHTER LN,1,0.001941747572815534
3405,1200 US 183,1,0.001941747572815534
3402,1200 SPICEWOOD SPRINGD,1,0.001941747572815534
3400,1200 SOUTH MOPAC SVRD,1,0.001941747572815534
3356,1200 N IH 35 SVRD,1,0.001941747572815534
3366,"1200 N, IH 35 SB",1,0.001941747572815534
3365,1200 N MOPAC LOOP,1,0.001941747572815534
3363,1200 N MOPAC,1,0.001941747572815534
3362,1200 N LAMAR BLVD NB,1,0.001941747572815534
3361,1200 N LAMAR BLVD,1,0.001941747572815534
3359,1200 N IH35,1,0.001941747572815534
3357,1200 N IH 35 SVRD NB,1,0.001941747572815534
3355,1200 N IH 35 SVC,1,0.001941747572815534
3399,1200 SOUTH MOPAC,1,0.001941747572815534
3354,1200 N IH 35 SB,1,0.001941747572815534
3351,1200 N I 35,1,0.001941747572815534
3350,1200 MOPAC SVRD NB,1,0.001941747572815534
3347,1200 MILLWRIGHT PKY,1,0.001941747572815534
3345,1200 LAVACA ST,1,0.001941747572815534
3343,1200 IH 35 SVRD,1,0.001941747572815534
3342,1200 HOLLY ST,1,0.001941747572815534
3368,1200 N. MOPAC,1,0.001941747572815534
3371,1200 OLTORF BLVD,1,0.001941747572815534
3373,1200 PARMER LN,1,0.001941747572815534
3376,1200 RED RIVER,1,0.001941747572815534
3398,1200 SOUTH LAMAR BOULARVARD,1,0.001941747572815534
3397,1200 SHOAL CREEK BLVD,1,0.001941747572815534
3396,1200 SHELBY LN,1,0.001941747572815534
3395,1200 SAN JACINTO,1,0.001941747572815534
3394,1200 S PLEASANT VALLEY RD,1,0.001941747572815534
3393,1200 S PLEASANT VALLEY,1,0.001941747572815534
3392,1200 S MOPAC EXPY,1,0.001941747572815534
3390,1200 S MEADOWS DR,1,0.001941747572815534
3388,1200 S LAMAR,1,0.001941747572815534
3387,1200 S IH 35 SVRD SB,1,0.001941747572815534
3386,1200 S IH 35 SVRD NB,1,0.001941747572815534
3385,1200 S IH 35 SVRD,1,0.001941747572815534
3381,1200 S CONGRESS AVE NB,1,0.001941747572815534
3378,1200 S CAPITAL OF TEXAS,1,0.001941747572815534
3377,1200 ROSEWOOD,1,0.001941747572815534
3459,12000 BLK DESSAU,1,0.001941747572815534
3461,12000 BLK N MOPAC EXPY SVRD NB,1,0.001941747572815534
3601,12000 RESEARCH BLVD SVRD,1,0.001941747572815534
3537,12000 N  OPAC,1,0.001941747572815534
3556,12000 N IH35 SB,1,0.001941747572815534
3554,12000 N IH- 35 NB,1,0.001941747572815534
3546,12000 N IH 35 SERV,1,0.001941747572815534
3542,12000 N IH,1,0.001941747572815534
3541,12000 N I H 35,1,0.001941747572815534
3540,12000 N I 35,1,0.001941747572815534
3538,12000 N 183,1,0.001941747572815534
3536,12000 MOPAC EXPY SVRD SB,1,0.001941747572815534
3564,12000 N MOPAC EXPESSWAY,1,0.001941747572815534
3534,12000 MOPAC EXPW,1,0.001941747572815534
3533,12000 MOPAC EXPRESSWAY N,1,0.001941747572815534
3532,12000 MOPAC,1,0.001941747572815534
3531,12000 MILLRIGHT,1,0.001941747572815534
3529,12000 METRIC,1,0.001941747572815534
3528,12000 MERRIC,1,0.001941747572815534
3526,12000 LAMPLIGHT,1,0.001941747572815534
3558,12000 N IH35 SVRD NB,1,0.001941747572815534
3569,12000 N MOPAC EXPY SRVD SB,1,0.001941747572815534
3462,12000 BLK N. IH 35 SVRD,1,0.001941747572815534
3587,12000 N. MOPAC EXWY,1,0.001941747572815534
3599,12000 RESEARCH BLVD NB SVRD,1,0.001941747572815534
3593,12000 NORTH RESEARCH BOULEVARD,1,0.001941747572815534
3592,12000 NORTH MOPAC EXPRESSWAY,1,0.001941747572815534
3591,12000 NORTH IH 35 S,1,0.001941747572815534
3590,12000 NORTH IH 35,1,0.001941747572815534
3589,12000 N. US 183 EXPWY SB,1,0.001941747572815534
3588,12000 N. MOPAC EXWY/TOLL 1 EXPRESS,1,0.001941747572815534
3586,12000 N. IH-35 SVRD NB,1,0.001941747572815534
3574,12000 N MOPAC SB,1,0.001941747572815534
3585,12000 N. IH 35,1,0.001941747572815534
3584,12000 N US HWY 183 SB,1,0.001941747572815534
3583,12000 N US HWY 183 NB,1,0.001941747572815534
3581,12000 N US 183 SB,1,0.001941747572815534
3579,12000 N US 183 HWY SVRD NB,1,0.001941747572815534
3576,12000 N RESEARCH BLVD,1,0.001941747572815534
3575,12000 N MOPAC SVRD NB,1,0.001941747572815534
3525,12000 JOLLYVILLE RD,1,0.001941747572815534
3523,12000 IH 35 NORTH,1,0.001941747572815534
3521,12000 I H 35 SVRD,1,0.001941747572815534
3475,12000 BLOCK N MOPAC EXPY SVRD,1,0.001941747572815534
3485,12000 BLOCK NORTH IH 35 SERVICEROAD,1,0.001941747572815534
3483,12000 BLOCK NORTH IH 35  SERVICE ROAD,1,0.001941747572815534
3481,12000 BLOCK NORTH I H 35 SERVICE ROAD,1,0.001941747572815534
3479,12000 BLOCK NORTH  MOPAC EXPRESSWAY,1,0.001941747572815534
3478,12000 BLOCK NORTH  IH 35,1,0.001941747572815534
3477,12000 BLOCK N ORTH IH 35 SERVICE ROAD,1,0.001941747572815534
3476,12000 BLOCK N MOPAC EXPY SVRD SB,1,0.001941747572815534
3474,12000 BLOCK MOPAC EXPRESSWAY SERVICE RD,1,0.001941747572815534
3520,12000 HWY 183 S,1,0.001941747572815534
3473,12000 BLOCK METRIC BOULEVRD,1,0.001941747572815534
3470,12000 BLOCK HOWARD LN,1,0.001941747572815534
3468,12000 BLOCK BURNET ROAD,1,0.001941747572815534
3467,12000 BLOCK BURNET RD,1,0.001941747572815534
3466,12000 BLOCK AMHERST DRIVE,1,0.001941747572815534
3465,12000 BLOCK AMHERST DR,1,0.001941747572815534
3464,12000 BLOCK  DESSAU ROAD,1,0.001941747572815534
3486,12000 BLOCK NORTH IH-35,1,0.001941747572815534
3489,12000 BLOCK NORTH LAMAR,1,0.001941747572815534
3490,12000 BLOCK NORTH LAMAR BOULEVALD,1,0.001941747572815534
3494,12000 BLOCK NORTH MOPAC EXPRESSWAY SERVI,1,0.001941747572815534
3519,12000 HWY 183 N,1,0.001941747572815534
3518,12000 HWY 183,1,0.001941747572815534
3517,12000 E PARMER LN,1,0.001941747572815534
3514,12000 Block South Ih 35,1,0.001941747572815534
3512,12000 BRODIE,1,0.001941747572815534
3511,12000 BLOCK WEST NORTH LAMAR,1,0.001941747572815534
3510,12000 BLOCK WEST MOPAC EXPRESSWAY,1,0.001941747572815534
3508,12000 BLOCK SOUTH INTERSTATE 35,1,0.001941747572815534
3505,12000 BLOCK SOUTH I 35,1,0.001941747572815534
3504,12000 BLOCK SH 45,1,0.001941747572815534
3503,12000 BLOCK RESEARCH BOVUALRD,1,0.001941747572815534
3501,12000 BLOCK PECAN CREEK PKWY,1,0.001941747572815534
3499,12000 BLOCK OF US HIGHWAY 183,1,0.001941747572815534
3498,12000 BLOCK OAK KNOLL DRIVE,1,0.001941747572815534
3496,12000 BLOCK NORTH U S HWY 183,1,0.001941747572815534
2841,11700 BLK S IH 35 NB,1,0.001941747572815534
2839,11700 BLK N IH 35 NB SVRD,1,0.001941747572815534
2838,11700 ANGUS,1,0.001941747572815534
2213,11000 N I H 35,1,0.001941747572815534
2228,11000 N SH 130 NB,1,0.001941747572815534
2227,11000 N MOPAC SB,1,0.001941747572815534
2221,11000 N IH35 SVC RD,1,0.001941747572815534
2219,11000 N IH35,1,0.001941747572815534
2218,11000 N IH 35 SVRD SB,1,0.001941747572815534
2217,11000 N IH 35 SVC,1,0.001941747572815534
2216,11000 N IH 35 SB,1,0.001941747572815534
2211,11000 N 183A HWY SB,1,0.001941747572815534
2231,11000 N US 183 HWY NB,1,0.001941747572815534
2210,11000 N 183A HWY NB,1,0.001941747572815534
2209,11000 N 183 HWY NB,1,0.001941747572815534
2208,11000 MILLWRIGHT,1,0.001941747572815534
2205,11000 IH 35 NORTH SOUTHBOUND,1,0.001941747572815534
2203,11000 HARRIS BRANCH PKWY,1,0.001941747572815534
2202,11000 HARRIS BRANCH PARKWAY,1,0.001941747572815534
2201,11000 FOUR IRON,1,0.001941747572815534
2229,11000 N US 183,1,0.001941747572815534
2232,11000 N US 183 NB SVC RD,1,0.001941747572815534
2268,11000 US 183,1,0.001941747572815534
2250,11000 RESEARCH BLVD SB FRONTAGE,1,0.001941747572815534
2262,11000 S IH35 NB,1,0.001941747572815534
2260,11000 S IH 35 WF,1,0.001941747572815534
2259,11000 S IH 35 SVRD SB,1,0.001941747572815534
2258,11000 S IH 35 SVRD NB,1,0.001941747572815534
2254,11000 S 1ST ST,1,0.001941747572815534
2253,11000 RESEARCH NB,1,0.001941747572815534
2252,11000 RESEARCH BOULEVARD,1,0.001941747572815534
2247,11000 RESEARCH BLVD / N US HWY 183,1,0.001941747572815534
2233,11000 N US HWY 183,1,0.001941747572815534
2243,11000 OLD SAN ANTONIO,1,0.001941747572815534
2240,11000 NORTH MOPAC NB,1,0.001941747572815534
2239,11000 NORTH INTERSTATE 35,1,0.001941747572815534
2238,11000 NORTH IH-35,1,0.001941747572815534
2237,11000 NORTH IH 35 SERVICE ROAD SOUTHBOUN,1,0.001941747572815534
2235,11000 N. IH-35 NB,1,0.001941747572815534
2234,11000 N. IH 35,1,0.001941747572815534
2199,11000 FARRAH LN,1,0.001941747572815534
2198,11000 DESSAU RD,1,0.001941747572815534
2197,11000 BURNET ROAD,1,0.001941747572815534
2155,11000 BLOCK  LAKELINE BOULEVARD,1,0.001941747572815534
2164,11000 BLOCK IH 35,1,0.001941747572815534
2163,11000 BLOCK HARRIS BRANCH PARKWAY,1,0.001941747572815534
2162,11000 BLOCK EL SALIDO PARKWAY,1,0.001941747572815534
2161,11000 BLOCK DESSAU ROAD,1,0.001941747572815534
2160,11000 BLOCK BURNETT  ROAD,1,0.001941747572815534
2158,11000 BLOCK BRUNEAU TRAIL,1,0.001941747572815534
2156,11000 BLOCK  RESEARCH BOULEVARD,1,0.001941747572815534
2154,11000 BLK S. I35,1,0.001941747572815534
2195,11000 BURNET,1,0.001941747572815534
2153,11000 BLK S. 1ST ST,1,0.001941747572815534
2152,11000 BLK S IH35 SVRD NB,1,0.001941747572815534
2151,11000 BLK S IH 35 SB,1,0.001941747572815534
2150,11000 BLK RESEARCH BLVD,1,0.001941747572815534
2149,11000 BLK N LAMAR BLVD,1,0.001941747572815534
2148,11000 AUSTIN LANE,1,0.001941747572815534
2146,11000 AIRPORT,1,0.001941747572815534
2165,11000 BLOCK JOLLYVILLE,1,0.001941747572815534
2166,11000 BLOCK LAKELINE MALL,1,0.001941747572815534
2167,11000 BLOCK LAKELINE MALL DR,1,0.001941747572815534
2170,11000 BLOCK NORTH HIGHWAY IH35,1,0.001941747572815534
2194,11000 BLOCK US 183,1,0.001941747572815534
2193,11000 BLOCK SOUTH MOPAC EXPRESSWAY,1,0.001941747572815534
2192,11000 BLOCK SOUTH IH-35,1,0.001941747572815534
2190,11000 BLOCK SOUTH I-35,1,0.001941747572815534
2189,11000 BLOCK SOUTH I H SERVICE ROAD,1,0.001941747572815534
2188,11000 BLOCK S IH 35,1,0.001941747572815534
2187,11000 BLOCK RESEARCH BOULEVARD SERVICE,1,0.001941747572815534
2185,11000 BLOCK RESEARCH BLVD,1,0.001941747572815534
2184,11000 BLOCK RESEARC BOULEVARD,1,0.001941747572815534
2182,11000 BLOCK NORTH US HIGHWAY 183,1,0.001941747572815534
2181,11000 BLOCK NORTH MOPAC EXPRESSWAY,1,0.001941747572815534
2180,11000 BLOCK NORTH MOPAC BOULEVARD,1,0.001941747572815534
2178,11000 BLOCK NORTH LAMAR BOUVLARD,1,0.001941747572815534
2177,11000 BLOCK NORTH LAMAR BOULVARD,1,0.001941747572815534
2175,11000 BLOCK NORTH IH35 SERVICE ROAD,1,0.001941747572815534
2264,11000 S IH35 SVRD,1,0.001941747572815534
2270,11000 US 183 HWY SB,1,0.001941747572815534
2142,1100 WINSTED,1,0.001941747572815534
2334,11100 N LAMAR BLVD SB,1,0.001941747572815534
2347,11100 S IH35,1,0.001941747572815534
2346,11100 S IH 35 NB SVRD,1,0.001941747572815534
2343,11100 RESEARCH BLVD SVRD,1,0.001941747572815534
2341,11100 RESEARCH BLVD,1,0.001941747572815534
2340,11100 RESEARCH,1,0.001941747572815534
2337,11100 PARKFIELD DR,1,0.001941747572815534
2335,11100 N US 183 NB,1,0.001941747572815534
2332,11100 N LAMAR,1,0.001941747572815534
2349,11100 US183,1,0.001941747572815534
2330,11100 N FM 620 RD,1,0.001941747572815534
2329,11100 N 183,1,0.001941747572815534
2328,11100 METRIC BLVD,1,0.001941747572815534
2327,11100 LAKELINE BLVD,1,0.001941747572815534
2326,11100 LAKE CREEK,1,0.001941747572815534
2325,11100 JOLLYVILLE ROAD,1,0.001941747572815534
2324,11100 JOLLYVILLE,1,0.001941747572815534
2348,11100 S. IH 35 NB,1,0.001941747572815534
2350,11101 BURNET RD,1,0.001941747572815534
2271,11000 US 183 SB,1,0.001941747572815534
2361,1115 BLOCK NORTH LAMAR BOULEVARD,1,0.001941747572815534
2368,1120 AIRPORT BLVD,1,0.001941747572815534
2367,112 W. SLAUGHTER LANE,1,0.001941747572815534
2366,112 SOUTH CONGRESS AVENUE,1,0.001941747572815534
2365,11180 N LAMAR BLVD,1,0.001941747572815534
2364,1118 FERNWOOD,1,0.001941747572815534
2363,11167 BURNET RD,1,0.001941747572815534
2362,1115 WEST 6TH STREET,1,0.001941747572815534
2360,1115 BARTON SPRINGS,1,0.001941747572815534
2351,11108 N FM 620 RD,1,0.001941747572815534
2359,11143 JOLLYVILLE,1,0.001941747572815534
2358,1114 E 38TH ST,1,0.001941747572815534
2357,11135 NORTH IH 25 SERVICE ROAD,1,0.001941747572815534
2356,11118 BURNET RD,1,0.001941747572815534
2355,11115 RESEARCH BLVD SVRD NB,1,0.001941747572815534
2354,11114 NORTH LAMAR BOULEVARD,1,0.001941747572815534
2352,11109 S. MOPAC EXPY,1,0.001941747572815534
2323,11100 HARRIS BRANCH PKWY,1,0.001941747572815534
2322,11100 DESSAU RD,1,0.001941747572815534
2320,11100 BLOCK WANDERING WAY,1,0.001941747572815534
2283,11012 BLOCK HARRIS BRANCH PKWY,1,0.001941747572815534
2291,11050 RESEARCH BLVD,1,0.001941747572815534
2290,1105 EAST 12TH STREET,1,0.001941747572815534
2289,1105 COLORADO ST,1,0.001941747572815534
2288,1104 S 1ST ST,1,0.001941747572815534
2286,11030 PECAN PARK BLVD,1,0.001941747572815534
2285,1102 S CONGRESS AVE,1,0.001941747572815534
2284,11012 HARRIS BRANCH PKWY,1,0.001941747572815534
2282,1101 SOUTH MOPAC EXPRESSWAY SERVICE ROAD,1,0.001941747572815534
2318,11100 BLOCK SOUTH I H 35,1,0.001941747572815534
2281,1101 NORTH I H 35 SERVICE ROAD,1,0.001941747572815534
2279,1101 BLOCK SOUTH LAMAR BOULEVARD,1,0.001941747572815534
2278,1101 BLOCK RUTLAND DRIVE,1,0.001941747572815534
2276,11008 N LAMAR BLVD,1,0.001941747572815534
2275,11003 BLOCK FM2222 ROAD,1,0.001941747572815534
2274,11001 LAKELINE BLVD,1,0.001941747572815534
2273,110000 RESEARCH BLVD,1,0.001941747572815534
2292,1106 BARTON SPRINGS,1,0.001941747572815534
2293,1109 GUADALUPE ST,1,0.001941747572815534
2294,1109 N IH 35 SVRD NB,1,0.001941747572815534
2295,11096 US 183 HWY SVRD SB,1,0.001941747572815534
2316,11100 BLOCK RESEARCH,1,0.001941747572815534
2315,11100 BLOCK NORTH LAMAR BOUVLARD,1,0.001941747572815534
2313,11100 BLOCK NORTH LAMAR,1,0.001941747572815534
2310,11100 BLOCK NORTH I H 35,1,0.001941747572815534
2308,11100 BLOCK N IH 35 SVRD NB,1,0.001941747572815534
2307,11100 BLOCK MANACHACA,1,0.001941747572815534
2306,11100 BLOCK LAKELINE BOULEVARD,1,0.001941747572815534
2305,11100 BLOCK FM 2222 ROAD,1,0.001941747572815534
2304,11100 BLOCK FM 2222 RD,1,0.001941747572815534
2303,11100 BLOCK DESSAU ROAD,1,0.001941747572815534
2301,11100 BLOCK  NORTH IH 35,1,0.001941747572815534
2299,11100 ANDERSON MILL,1,0.001941747572815534
2298,11100 ALISON PARKE TRAIL,1,0.001941747572815534
2297,11100  BLOCK PINEHURST DRIVE,1,0.001941747572815534
2296,111 BLOCK W BEN WHITE BLVD,1,0.001941747572815534
2144,1100 WM CANNON,1,0.001941747572815534
2140,1100 WINDSOR,1,0.001941747572815534
2837,11700 ANDERSON MILL ROAD,1,0.001941747572815534
1984,1100 DITTMAR,1,0.001941747572815534
1993,1100 E ANDERSON LN,1,0.001941747572815534
1992,1100 E ANDERSON LANE SVRD WB,1,0.001941747572815534
1991,1100 E ANDERSON LANE SVRD EB,1,0.001941747572815534
1988,1100 E 7TH ST,1,0.001941747572815534
1987,1100 E 53RD ST,1,0.001941747572815534
1986,1100 E 32 ND ST,1,0.001941747572815534
1985,1100 DUNSTAN DR,1,0.001941747572815534
1981,1100 CHESTNUT AVE,1,0.001941747572815534
1996,1100 E ANDERSON LN WB,1,0.001941747572815534
1980,1100 CENTER RIDGE,1,0.001941747572815534
1979,1100 BLOCK WITTMAN,1,0.001941747572815534
1977,1100 BLOCK WINSTEAD LANE,1,0.001941747572815534
1972,1100 BLOCK WEST RUNDBERG LANE,1,0.001941747572815534
1970,1100 BLOCK WEST OLTORF STREET,1,0.001941747572815534
