,ADDRESS,STOPS,WEIGHT
702,1000 BLOCK SMITH ROAD,1,0.001941747572815534
701,1000 BLOCK SAN MARCOS STREET,1,0.001941747572815534
700,1000 BLOCK SAN DRA MURAIDA WAY,1,0.001941747572815534
699,1000 BLOCK S PLEASANT VALLEY RD,1,0.001941747572815534
697,1000 BLOCK RIVERSIDE DRIVE,1,0.001941747572815534
684,1000 BLOCK NORTH ITERSTATE 35,1,0.001941747572815534
696,1000 BLOCK RIO GRANDE,1,0.001941747572815534
695,1000 BLOCK RESEARCH BOULEVARD SERVICE RD,1,0.001941747572815534
693,1000 BLOCK RENILI STREET,1,0.001941747572815534
691,1000 BLOCK PAYTON GIN ROAD,1,0.001941747572815534
690,1000 BLOCK PARK PLAZA DRIVE,1,0.001941747572815534
689,1000 BLOCK PARK PLACE,1,0.001941747572815534
688,1000 BLOCK OLTORF STREET,1,0.001941747572815534
713,1000 BLOCK SPRINDALE ROAD,1,0.001941747572815534
715,1000 BLOCK W 26TH ST,1,0.001941747572815534
716,1000 BLOCK W BEN WHITE EB,1,0.001941747572815534
717,1000 BLOCK W STASSNEY LN,1,0.001941747572815534
744,1000 CENTER RIDGE DRIVE,1,0.001941747572815534
742,1000 BLOCOK EAST DEAN KEETON STREET,1,0.001941747572815534
741,1000 BLOCK WINSTEAD LANE,1,0.001941747572815534
740,1000 BLOCK WILLIAM CANNON,1,0.001941747572815534
738,1000 BLOCK WEST STASSNEY LANE,1,0.001941747572815534
734,1000 BLOCK WEST OLTORF,1,0.001941747572815534
733,1000 BLOCK WEST HOWARD LANE,1,0.001941747572815534
732,1000 BLOCK WEST DITTMAR,1,0.001941747572815534
728,1000 BLOCK WEST BEN WHITE BOULELVARD,1,0.001941747572815534
726,1000 BLOCK WEST 5TH STREET,1,0.001941747572815534
723,1000 BLOCK WEST 24TH STREET,1,0.001941747572815534
722,1000 BLOCK WELLS BRANCH PARKWAY,1,0.001941747572815534
721,1000 BLOCK WALSH TARLTON LANE,1,0.001941747572815534
719,1000 BLOCK W. STASSNEY LANE,1,0.001941747572815534
718,1000 BLOCK W. MARY ST.,1,0.001941747572815534
687,1000 BLOCK NORWOOD PARK BOULEVARD,1,0.001941747572815534
681,1000 BLOCK NORTH I H 35 SERVICE ROAD,1,0.001941747572815534
617,1000 BLOCK E 45TH ST,1,0.001941747572815534
631,1000 BLOCK EAST 9TH STREET,1,0.001941747572815534
649,1000 BLOCK EAT DEAN KEETON,1,0.001941747572815534
647,1000 BLOCK EAST SAINT JOHNS AVENUE,1,0.001941747572815534
646,1000 BLOCK EAST KOENIG LANE,1,0.001941747572815534
642,1000 BLOCK EAST DEAN KEETON ROAD,1,0.001941747572815534
641,1000 BLOCK EAST DEAN KEETON DRIVE STREET,1,0.001941747572815534
640,1000 BLOCK EAST DEAN KEETON BOULEVARD,1,0.001941747572815534
634,1000 BLOCK EAST BRAKER LANE,1,0.001941747572815534
627,1000 BLOCK EAST 4TH STREET,1,0.001941747572815534
679,1000 BLOCK N IH 35 SVRD,1,0.001941747572815534
626,1000 BLOCK EAST 45TH STREET,1,0.001941747572815534
625,1000 BLOCK EAST 32ND STREET,1,0.001941747572815534
624,1000 BLOCK EAST 2ND STREET,1,0.001941747572815534
622,1000 BLOCK EASE DEAN KEETON STREET,1,0.001941747572815534
621,1000 BLOCK E ST JOHNS,1,0.001941747572815534
620,1000 BLOCK E RIVERSIDE,1,0.001941747572815534
619,1000 BLOCK E BRAKER LN,1,0.001941747572815534
655,1000 BLOCK ED BLUESTEIN RAOD,1,0.001941747572815534
656,1000 BLOCK ED BLUESTEIN ROAD,1,0.001941747572815534
657,1000 BLOCK ED BLUESTIEN BOULEVARD,1,0.001941747572815534
658,1000 BLOCK ED BOUESTEIN BOULEVARD,1,0.001941747572815534
678,1000 BLOCK MOPAC EXPRESSWAY,1,0.001941747572815534
676,1000 BLOCK MONTOPLIS DRIVE,1,0.001941747572815534
674,1000 BLOCK MEARNS MEADOW  BOULEVARD,1,0.001941747572815534
673,1000 BLOCK MEARNS MEADOW,1,0.001941747572815534
671,1000 BLOCK MANCHACA ROAD,1,0.001941747572815534
670,1000 BLOCK LIBERTY PARK DRIVE,1,0.001941747572815534
669,1000 BLOCK LAVACA STREET,1,0.001941747572815534
668,1000 BLOCK KRAMER LANE,1,0.001941747572815534
667,1000 BLOCK IH 35 SERVICE ROAD,1,0.001941747572815534
665,1000 BLOCK HOLLY ST,1,0.001941747572815534
664,1000 BLOCK GUADALUPE STREET,1,0.001941747572815534
663,1000 BLOCK FAIRFIELD DRIVE,1,0.001941747572815534
662,1000 BLOCK FAIRFIELD DR,1,0.001941747572815534
661,1000 BLOCK EXPOSITION BOULEVARD,1,0.001941747572815534
659,1000 BLOCK ED BUESTEIN BOULEVARD,1,0.001941747572815534
1906,1100 BLOCK NAVASOTA STREET,1,0.001941747572815534
1908,1100 BLOCK NORTH I H 35,1,0.001941747572815534
3843,12200 TECHRIDGE BLVD,1,0.001941747572815534
3156,1200 BLOCK DEAN KEATON RD,1,0.001941747572815534
3170,1200 BLOCK E RIVERSIDE,1,0.001941747572815534
3169,1200 BLOCK E 11TH,1,0.001941747572815534
3168,1200 BLOCK DELANO STREET,1,0.001941747572815534
3166,1200 BLOCK DEARHAUNTER,1,0.001941747572815534
3165,1200 BLOCK DEAN KETON STREET,1,0.001941747572815534
3162,1200 BLOCK DEAN KEETON STREER,1,0.001941747572815534
3159,1200 BLOCK DEAN KEETIN STREET,1,0.001941747572815534
3155,1200 BLOCK DEAN KEATON DRIVE,1,0.001941747572815534
3174,1200 BLOCK EAST 3RD STREET,1,0.001941747572815534
3153,1200 BLOCK CRESTWOOD ROAD,1,0.001941747572815534
3152,1200 BLOCK COLORADO,1,0.001941747572815534
3151,1200 BLOCK CLOVERLEAF DRIVE,1,0.001941747572815534
3149,1200 BLOCK CHESTNUT AVENUE,1,0.001941747572815534
3148,1200 BLOCK CAMINO LA COSTA,1,0.001941747572815534
3147,1200 BLOCK CAM HESTER,1,0.001941747572815534
3146,1200 BLOCK BLK W HOWARD LN,1,0.001941747572815534
3173,1200 BLOCK EAST 38TH 1/2 STREET,1,0.001941747572815534
3175,1200 BLOCK EAST 4TH STREET,1,0.001941747572815534
3207,1200 BLOCK HOLLY STREET,1,0.001941747572815534
3194,1200 BLOCK EAST RUNDBERG,1,0.001941747572815534
3205,1200 BLOCK GUADALUPE STREET,1,0.001941747572815534
3204,1200 BLOCK FRONTIER VALLEY DRIVE,1,0.001941747572815534
3203,1200 BLOCK ENFIELD ROAD,1,0.001941747572815534
3202,1200 BLOCK ENFIELD DRIVE,1,0.001941747572815534
3199,1200 BLOCK ED BLUESTEIN,1,0.001941747572815534
3198,1200 BLOCK EAST STASSNEY LANE,1,0.001941747572815534
3196,1200 BLOCK EAST RUNDBURG LANE,1,0.001941747572815534
3193,1200 BLOCK EAST RIVERSIDE DRIVE,1,0.001941747572815534
3180,1200 BLOCK EAST ANDERSON LANE SERVICE,1,0.001941747572815534
3192,1200 BLOCK EAST PARMER LANE,1,0.001941747572815534
3190,1200 BLOCK EAST HIGHWAY 71,1,0.001941747572815534
3186,1200 BLOCK EAST CESAR CHEAVEZ,1,0.001941747572815534
3185,1200 BLOCK EAST CESAR CHAVEZ STREET,1,0.001941747572815534
3184,1200 BLOCK EAST CESAR CHAVEZ,1,0.001941747572815534
3182,1200 BLOCK EAST BEN WHITE BOUELVARD,1,0.001941747572815534
3181,1200 BLOCK EAST ANDERSON LANE SERVICE RO,1,0.001941747572815534
3145,1200 BLOCK BEN WHITE,1,0.001941747572815534
3143,1200 BLOCK BARTON SPRINGS RD,1,0.001941747572815534
3142,1200 BLOCK BARBARA JORDAN BOULEVARD,1,0.001941747572815534
3108,1200  BLOCK SOUTH LAMAR BOULEVARD,1,0.001941747572815534
3119,1200 BASTROP HWY,1,0.001941747572815534
3114,1200 AIRPORT BLVD,1,0.001941747572815534
3113,1200 AIRPORT,1,0.001941747572815534
3112,1200 1ST ST,1,0.001941747572815534
3111,1200 1200 DEAN KEETON STREET,1,0.001941747572815534
3110,1200  DEAN KEETON,1,0.001941747572815534
3109,1200  BLOCK WEST  WILLIAM CANNON DRIVE,1,0.001941747572815534
3107,1200  BLOCK DEAN KEETON STREET,1,0.001941747572815534
3141,1200 BLOCK ANDERSON,1,0.001941747572815534
3106,120 EAST BEN WHITE BOULEVARD SERVICE,1,0.001941747572815534
3105,120 BLOCK WEST 6TH STREET,1,0.001941747572815534
3104,120 BLOCK BASTROP HIGHWAY,1,0.001941747572815534
3100,11I00 ANDERSON MILL,1,0.001941747572815534
3099,11982 N MOPAC SVRD NB,1,0.001941747572815534
3098,1197 CURVE ST,1,0.001941747572815534
3097,11940 JOLLYVILLE RD,1,0.001941747572815534
3120,1200 BLK E 51ST,1,0.001941747572815534
3121,1200 BLK E DEAN KEETON ST,1,0.001941747572815534
3122,1200 BLK E RIVERSIDE DRIVE,1,0.001941747572815534
3123,1200 BLK E. ANDERSON LN,1,0.001941747572815534
3140,1200 BLOCK AMHERST DRIVE,1,0.001941747572815534
3139,1200 BLOCK AMHEARST,1,0.001941747572815534
3138,1200 BLOCK ALAMO STREET,1,0.001941747572815534
3137,1200 BLOCK AIRPORT BOUVLARD,1,0.001941747572815534
3136,1200 BLOCK AIRPORT BOULVARD,1,0.001941747572815534
3134,1200 BLOCK AIRPORT BLVD,1,0.001941747572815534
3133,1200 BLOCK 14TH,1,0.001941747572815534
3132,1200 BLOCK  WEST 6TH STREET,1,0.001941747572815534
3131,1200 BLK W. SLAUGHTER LN,1,0.001941747572815534
3130,1200 BLK W. PARMER LN,1,0.001941747572815534
3129,1200 BLK W. 6TH ST,1,0.001941747572815534
3127,1200 BLK W SLAUGHTEE LN,1,0.001941747572815534
3126,1200 BLK S LAMAR BLVD,1,0.001941747572815534
3125,1200 BLK N. I35 S/B,1,0.001941747572815534
3124,1200 BLK LAVACA ST,1,0.001941747572815534
3206,1200 BLOCK HARVEY STREET,1,0.001941747572815534
3209,1200 BLOCK IH 35 EAST FRONTAGE,1,0.001941747572815534
3095,11923 OAK KNOLL,1,0.001941747572815534
3286,1200 BRAKER,1,0.001941747572815534
3300,1200 E 38 1/2 ST,1,0.001941747572815534
3299,1200 E 38 1/2,1,0.001941747572815534
3298,1200 E 12TH ST,1,0.001941747572815534
3297,1200 DEANKETON,1,0.001941747572815534
3295,1200 DEAN LEANDER,1,0.001941747572815534
3292,1200 DEAN KEETON AVENUE,1,0.001941747572815534
3287,1200 DEA! DEAN KEETON,1,0.001941747572815534
3284,1200 BLOCK WILLIAM CANNON DRIVE,1,0.001941747572815534
3306,1200 E ANDERSON LN SVRD EB,1,0.001941747572815534
3283,1200 BLOCK WESTMOOR DRIVE,1,0.001941747572815534
3282,1200 BLOCK WESTHEIMER DRIVE,1,0.001941747572815534
3280,1200 BLOCK WEST WILLIAM CANNON,1,0.001941747572815534
3277,1200 BLOCK WEST OLTORF STREET,1,0.001941747572815534
3273,1200 BLOCK WEST BEN WHITE,1,0.001941747572815534
3272,1200 BLOCK WEST BARTON SPRINGS ROAD,1,0.001941747572815534
3270,1200 BLOCK WEST ANDERSON,1,0.001941747572815534
3302,1200 E 51ST STREET,1,0.001941747572815534
3308,1200 E BEN WHITE BLVD,1,0.001941747572815534
3211,1200 BLOCK KRAMER LANE,1,0.001941747572815534
3327,1200 E. ANDERSON  LN,1,0.001941747572815534
3336,1200 EAST OLTORF,1,0.001941747572815534
3335,1200 EAST DEAN KEETON STREET,1,0.001941747572815534
3333,1200 EAST BRAKER LANE,1,0.001941747572815534
3332,1200 EAST 5TH STREET,1,0.001941747572815534
3331,1200 E. WILLIAM CANNON DR.,1,0.001941747572815534
3330,1200 E. RUNDBURG LANE,1,0.001941747572815534
3329,1200 E. BEN WHITE BLVD SVRD WB,1,0.001941747572815534
3326,1200 E. 12TH,1,0.001941747572815534
3312,1200 E CAMERON RD,1,0.001941747572815534
3325,1200 E STASSNEY LN,1,0.001941747572815534
3324,1200 E ST JOHNS AVE,1,0.001941747572815534
3323,1200 E ST ELMO,1,0.001941747572815534
3321,1200 E RIVERSIDE DRIVE,1,0.001941747572815534
3319,1200 E RIVERSIDE,1,0.001941747572815534
3318,1200 E PARMER,1,0.001941747572815534
3313,1200 E CHAVEZ STREET,1,0.001941747572815534
3266,1200 BLOCK WEST 12TH STREET,1,0.001941747572815534
3263,1200 BLOCK W WILLIAM CANNON DR,1,0.001941747572815534
3262,1200 BLOCK W PARMER LN,1,0.001941747572815534
3222,1200 BLOCK NORTH I H 35 SERVICE ROAD,1,0.001941747572815534
3236,1200 BLOCK RIDGEHAVEN DRIVE,1,0.001941747572815534
3233,1200 BLOCK PALM WAY,1,0.001941747572815534
3232,1200 BLOCK OF AIRPORT BOULEVARD,1,0.001941747572815534
3231,1200 BLOCK OAK KNOLL DRIVE,1,0.001941747572815534
3227,1200 BLOCK NORTH LAMAR,1,0.001941747572815534
3226,1200 BLOCK NORTH IH35,1,0.001941747572815534
3224,1200 BLOCK NORTH IH 35 NORTHBOUND,1,0.001941747572815534
3221,1200 BLOCK NORTH I 35,1,0.001941747572815534
3261,1200 BLOCK W 24TH STREET,1,0.001941747572815534
3220,1200 BLOCK NEWFIELD,1,0.001941747572815534
3218,1200 BLOCK MOPAC EXPY,1,0.001941747572815534
3216,1200 BLOCK MONTOPLIS,1,0.001941747572815534
3215,1200 BLOCK METRIC BOULEVARD,1,0.001941747572815534
3214,1200 BLOCK MEARNS MEADOW BOULEVARD,1,0.001941747572815534
3213,1200 BLOCK MATTHEWS LANE,1,0.001941747572815534
3212,1200 BLOCK LAKESHORE DRIVE,1,0.001941747572815534
3238,1200 BLOCK S 1ST ST,1,0.001941747572815534
3239,1200 BLOCK S. PLEASANT VALLEY RD,1,0.001941747572815534
3240,1200 BLOCK SABINE STREET,1,0.001941747572815534
3241,1200 BLOCK SHORE DISTRICK ROAD,1,0.001941747572815534
3260,1200 BLOCK VARGAS ROAD,1,0.001941747572815534
3259,1200 BLOCK TRINITY STREET,1,0.001941747572815534
3258,1200 BLOCK STATE HIGHWAY  71,1,0.001941747572815534
3256,1200 BLOCK SOUTHRIDGE,1,0.001941747572815534
3255,1200 BLOCK SOUTHPORT DRIVE,1,0.001941747572815534
3254,1200 BLOCK SOUTH PLEASANT VALLEY,1,0.001941747572815534
3253,1200 BLOCK SOUTH MOPAC EXPRESSWAY,1,0.001941747572815534
3252,1200 BLOCK SOUTH MOPAC,1,0.001941747572815534
3250,1200 BLOCK SOUTH IH 35 SERVICE ROAD,1,0.001941747572815534
3249,1200 BLOCK SOUTH IH 35 3,1,0.001941747572815534
3247,1200 BLOCK SOUTH CONGRESS AVENUE,1,0.001941747572815534
3246,1200 BLOCK SOUTH CAPITAL OF TEXAS,1,0.001941747572815534
3244,1200 BLOCK SOUTH  CONGRESS AVENUE,1,0.001941747572815534
3243,1200 BLOCK SINGLETON AVENUE,1,0.001941747572815534
3242,1200 BLOCK SHORE DISTRICT,1,0.001941747572815534
3096,11927 PAVILION,1,0.001941747572815534
3094,11921 NORTH MOPAC EXPRESSWAY,1,0.001941747572815534
3339,1200 ED BLUESTEIN BLVD SB,1,0.001941747572815534
2915,11800 BLK S IH 35 SB,1,0.001941747572815534
2924,11800 BLOCK N.FM 620 RD,1,0.001941747572815534
2923,11800 BLOCK N MOPAC EXPY NB,1,0.001941747572815534
2921,11800 BLOCK JOLLYVILLE ROAD,1,0.001941747572815534
2920,11800 BLOCK FM 620,1,0.001941747572815534
2919,11800 BLOCK EL SALADO PARKWAY,1,0.001941747572815534
2917,11800 BLOCK BURNET ROAD,1,0.001941747572815534
2916,11800 BLOCK  RESEARCH BOULEVARD,1,0.001941747572815534
2914,11800 BLK METRIC BLVD,1,0.001941747572815534
2928,11800 BLOCK NORTH LAMAR BOULEVARD,1,0.001941747572815534
2913,11800 BARRINGTON WAY,1,0.001941747572815534
2911,11800 ANDERSON MILL,1,0.001941747572815534
2909,1180 CHESTNUT AVE,1,0.001941747572815534
2908,1180 AIRPORT BLVD,1,0.001941747572815534
2907,118 WEST WILLIAM CANNON DRIVE,1,0.001941747572815534
2906,1178 W RUNDBERG LN,1,0.001941747572815534
2905,11760 BLOCK NORTH MOPAC EXPRESSWAY,1,0.001941747572815534
2925,11800 BLOCK NORTH FM 620,1,0.001941747572815534
2931,11800 BLOCK NORTH RESEARCH BOULEVARD,1,0.001941747572815534
2965,11800 N. LAMAR BLVD,1,0.001941747572815534
2946,11800 JOLLEYVILLE RD,1,0.001941747572815534
2963,11800 N US 183 HWY,1,0.001941747572815534
2957,11800 N MOPAC BLVD,1,0.001941747572815534
2955,11800 N LAMAR BLVD,1,0.001941747572815534
2954,11800 N IH 35 SVRD,1,0.001941747572815534
2951,11800 N I 35,1,0.001941747572815534
2948,11800 METRIC,1,0.001941747572815534
2947,11800 JOLLYVILLE RD,1,0.001941747572815534
2945,11800 IH 35 S/B,1,0.001941747572815534
2932,11800 BLOCK NORTH US HIGHWAY 183,1,0.001941747572815534
2942,11800 BOULEVARD RESEARCH BOULEVARD,1,0.001941747572815534
2940,11800 BLOCK SOUTH IS 35,1,0.001941747572815534
2939,11800 BLOCK SOUTH INTERSTATE 35,1,0.001941747572815534
2938,11800 BLOCK SOUTH IH 35 SERVICE ROAD,1,0.001941747572815534
2936,11800 BLOCK SOUTH I H 35,1,0.001941747572815534
2935,11800 BLOCK SOUTH I 35,1,0.001941747572815534
2933,11800 BLOCK PECAN CREEK PARKWAY,1,0.001941747572815534
2904,11733 N LAMAR BLVD,1,0.001941747572815534
2903,11714 BLOCK OLSON DR,1,0.001941747572815534
2902,11706 ESCARPMENT BLVD,1,0.001941747572815534
2853,11700 BLOCK NORTH LAMAR,1,0.001941747572815534
2864,11700 IH 35,1,0.001941747572815534
2863,11700 FOUR IRON  DR,1,0.001941747572815534
2862,11700 DESSAU RD,1,0.001941747572815534
2861,11700 BURNET RF,1,0.001941747572815534
2859,11700 BLOCK WILSON PARKE AVE,1,0.001941747572815534
2857,11700 BLOCK RESEARCH SERVICE ROAD,1,0.001941747572815534
2855,11700 BLOCK NORTH US HIGHWAY 183,1,0.001941747572815534
2852,11700 BLOCK NORTH IH 35 SERVICE ROAD,1,0.001941747572815534
2901,11700 WILSON PARKE,1,0.001941747572815534
2850,11700 BLOCK N MOPAC EXPY SVRD,1,0.001941747572815534
2849,11700 BLOCK MOPAC,1,0.001941747572815534
2848,11700 BLOCK METRIC BOULEVARD,1,0.001941747572815534
2846,11700 BLOCK IH 35,1,0.001941747572815534
2845,11700 BLOCK FOUR IRON DRIVE,1,0.001941747572815534
2844,11700 BLOCK FM 2222,1,0.001941747572815534
2842,11700 BLOCK ANGUS RD,1,0.001941747572815534
2865,11700 KINGS VIEW CT,1,0.001941747572815534
2869,11700 N IH 35 NB,1,0.001941747572815534
2870,11700 N IH 35 SVC,1,0.001941747572815534
2873,11700 N MOPAC,1,0.001941747572815534
2899,11700 SOUTH I 35,1,0.001941747572815534
2897,11700 S MOPAC EXPY SB,1,0.001941747572815534
2894,11700 S IH 35 SB,1,0.001941747572815534
2893,11700 S IH 35 NB,1,0.001941747572815534
2890,11700 RESEARCH BLVD SVRD NB,1,0.001941747572815534
2889,11700 RESEARCH BLVD SVRD,1,0.001941747572815534
2888,11700 RESEARCH BLVD SOUTH,1,0.001941747572815534
2886,11700 RESEARCH BLVD NB,1,0.001941747572815534
2884,11700 PECAN CREEK,1,0.001941747572815534
2883,11700 N. MOPAC EXPY SVRD NB,1,0.001941747572815534
2882,11700 N US HWY 183,1,0.001941747572815534
2880,11700 N US 183,1,0.001941747572815534
2879,11700 N RESEARCH BLVD,1,0.001941747572815534
2878,11700 N RESEARCH,1,0.001941747572815534
2876,11700 N MOPAC EXPY SVRD NB,1,0.001941747572815534
2964,11800 N US HWY 183,1,0.001941747572815534
2966,11800 NORTH MOPAC,1,0.001941747572815534
3093,11917 JOLLYVILLE RD,1,0.001941747572815534
3051,11900 N MOPAC BLVD,1,0.001941747572815534
3063,11900 N MOPAC SVC,1,0.001941747572815534
3062,11900 N MOPAC PAC EXPY SVRD,1,0.001941747572815534
3060,11900 N MOPAC EXPY SVRD SB,1,0.001941747572815534
3059,11900 N MOPAC EXPY SVRD NB,1,0.001941747572815534
3057,11900 N MOPAC EXPY SRVD SB,1,0.001941747572815534
3056,11900 N MOPAC EXPY SB,1,0.001941747572815534
3052,11900 N MOPAC EXPRESSWAY NB,1,0.001941747572815534
3047,11900 N IH 35 SVRD SB,1,0.001941747572815534
3067,11900 N US 183N,1,0.001941747572815534
3044,11900 N IH 35 NB SVC RD,1,0.001941747572815534
3043,11900 N IH 35 NB,1,0.001941747572815534
3041,11900 N I 35,1,0.001941747572815534
3040,11900 MOPAC SB,1,0.001941747572815534
3037,11900 MOPAC,1,0.001941747572815534
3031,11900 HWY 183 S B,1,0.001941747572815534
3028,11900 BURNET ROAD,1,0.001941747572815534
3066,11900 N US 183 HWY SVRD NB,1,0.001941747572815534
3068,11900 N.FM 620,1,0.001941747572815534
2973,11800 RESEARCH BLVD SVRD,1,0.001941747572815534
3084,11900 S IH 35 SVRD,1,0.001941747572815534
3092,11909 BUZZ SCHNEIDER LANE,1,0.001941747572815534
3091,11909 BLOCK NORTH IH 35,1,0.001941747572815534
3089,11900-12000 BLOCK NORTH MOPAC EXPRESSWAY,1,0.001941747572815534
3088,11900 US HWY 183,1,0.001941747572815534
3087,11900 US 183 HWY,1,0.001941747572815534
3086,11900 TO 12000 BLOCK NORTH MOPAC,1,0.001941747572815534
3085,11900 STONEHOLLOW DR,1,0.001941747572815534
3083,11900 S IH 35 SB,1,0.001941747572815534
3069,11900 NORTH US HWY 183,1,0.001941747572815534
3082,11900 S IH 35 NB,1,0.001941747572815534
3080,11900 RIVER PLANTATION DR,1,0.001941747572815534
3079,11900 RESEARCH BOULEVARD SERVICE ROAD,1,0.001941747572815534
3078,11900 RESEARCH BLVD SVRD SB,1,0.001941747572815534
3075,11900 RESEARCH BLVD NB SVC RD,1,0.001941747572815534
3072,11900 RESEARCH BLV,1,0.001941747572815534
3070,11900 PAVILION BLVD,1,0.001941747572815534
3027,11900 BURNET RF,1,0.001941747572815534
3026,11900 BURNET RD .,1,0.001941747572815534
3025,11900 BURNET,1,0.001941747572815534
2986,11809 SHROPSHIRE BLVD,1,0.001941747572815534
2993,11900 BLOCK  JOLLYVILLE ROAD,1,0.001941747572815534
2992,11900 1826,1,0.001941747572815534
2991,1190 W HOWARD LN,1,0.001941747572815534
2990,1190 BLOCK AIRPORT BOULEVARD,1,0.001941747572815534
2989,1190 AIPORT BLVD,1,0.001941747572815534
2988,11854 BLOCK RESEARCH BOULEVARD,1,0.001941747572815534
2987,11833 METRIC BLVD,1,0.001941747572815534
2985,11802 MUSTANG CHASE,1,0.001941747572815534
3024,11900 BLOCK THOMPKINS DRIVE,1,0.001941747572815534
2984,11800 US 183 SB,1,0.001941747572815534
2983,11800 STONEHOLLOW DR,1,0.001941747572815534
2982,11800 STONEHOLLOW,1,0.001941747572815534
2981,11800 SOUTH IH 35,1,0.001941747572815534
2978,11800 S MOPAC NB,1,0.001941747572815534
2977,11800 S IH35,1,0.001941747572815534
2976,11800 S IH 35 SB,1,0.001941747572815534
2994,11900 BLOCK  NORTH IH 35,1,0.001941747572815534
2995,11900 BLOCK ASPENDALE DR,1,0.001941747572815534
2997,11900 BLOCK BURNET ROAD,1,0.001941747572815534
2998,11900 BLOCK IH 35,1,0.001941747572815534
3022,11900 BLOCK SOUSTH I H 35,1,0.001941747572815534
3021,11900 BLOCK SHROPSHIRE BOULEVARD,1,0.001941747572815534
3020,11900 BLOCK SHROPSHIRE,1,0.001941747572815534
3019,11900 BLOCK ROTHERHAM DRIVE,1,0.001941747572815534
3018,11900 BLOCK RESEARCH BOULEVARD SERVICE,1,0.001941747572815534
3016,11900 BLOCK RANCHO ALTO ROAD,1,0.001941747572815534
3015,11900 BLOCK OAK KNOLL DRIVE,1,0.001941747572815534
3013,11900 BLOCK NORTH MOPAC SERVICE ROAD,1,0.001941747572815534
3011,11900 BLOCK NORTH MOPAC,1,0.001941747572815534
3008,11900 BLOCK NORTH IH 35 SERVICE ROAD,1,0.001941747572815534
3005,11900 BLOCK NORTH I 35,1,0.001941747572815534
3004,11900 BLOCK NORTH  IH 35,1,0.001941747572815534
3003,11900 BLOCK NORTH  I H35,1,0.001941747572815534
3002,11900 BLOCK N MOPAC EXPY SVRD SB,1,0.001941747572815534
3001,11900 BLOCK MOPAC EXPRESSWAY,1,0.001941747572815534
3337,1200 EAST RUNDBERG,1,0.001941747572815534
3340,1200 EXPOSITION,1,0.001941747572815534
1910,1100 BLOCK NORTH IH 35 SERVICE ROAD,1,0.001941747572815534
3673,12100 BLOCK PECAN CREEK PARKWAY,1,0.001941747572815534
3681,12100 BLOCK TECH RIDGE BOULEVARD,1,0.001941747572815534
3680,12100 BLOCK SUNDERLAND DRIVE,1,0.001941747572815534
3679,12100 BLOCK SOUTH I H 35,1,0.001941747572815534
3678,12100 BLOCK RIATA TRACE PKWY,1,0.001941747572815534
3677,12100 BLOCK RIATA TRACE PARKWAY,1,0.001941747572815534
3676,12100 BLOCK RESEARCH BOULEVARD SERVICE,1,0.001941747572815534
3674,12100 BLOCK RENFERT WAY,1,0.001941747572815534
3671,12100 BLOCK NORTH U S HIGHWAY 183,1,0.001941747572815534
3684,12100 FM 620,1,0.001941747572815534
3666,12100 BLOCK NORTH IH 25,1,0.001941747572815534
3664,12100 BLOCK NORTH FM 620 ROAD,1,0.001941747572815534
3663,12100 BLOCK NORTH FM 620,1,0.001941747572815534
3662,12100 BLOCK NORTH  IH 35,1,0.001941747572815534
3661,12100 BLOCK NIRTH IH 35,1,0.001941747572815534
3660,12100 BLOCK N LAMAR BLVD,1,0.001941747572815534
3657,12100 BLOCK IH 35,1,0.001941747572815534
3682,12100 BLOCK WALNUT PARK CROSSING,1,0.001941747572815534
3685,12100 I H 35 NORTH,1,0.001941747572815534
3718,12100 N. LAMAR BOULEVARD,1,0.001941747572815534
3708,12100 N MOPAC EXPY SB SVRD,1,0.001941747572815534
3716,12100 N. IH 35,1,0.001941747572815534
3715,12100 N US 183 HWY SVRD NB,1,0.001941747572815534
3714,12100 N US 183 HWY,1,0.001941747572815534
3713,12100 N RESEARCH BLVD SVRD,1,0.001941747572815534
3712,12100 N RESEARCH BLVD,1,0.001941747572815534
3711,12100 N MOPAC SB SVC RD,1,0.001941747572815534
3709,12100 N MOPAC EXPY SVRD NB,1,0.001941747572815534
3704,12100 N MOPAC EXPU,1,0.001941747572815534
3686,12100 IH 35,1,0.001941747572815534
3701,12100 N IH35 NB,1,0.001941747572815534
3698,12100 N IH 35 SB SVC,1,0.001941747572815534
3695,12100 N I 35 SVRD,1,0.001941747572815534
3693,12100 N FM 620,1,0.001941747572815534
3691,12100 MOPAC EXPY,1,0.001941747572815534
3688,12100 METRIC,1,0.001941747572815534
3687,12100 MERIDIAN PARK BLVD,1,0.001941747572815534
3656,12100 BLOCK I H 35,1,0.001941747572815534
3653,12100 BITTEM HOLLOW DRIVE,1,0.001941747572815534
3651,12100 AMHERST,1,0.001941747572815534
3623,12000 TURTLE ROCK RD,1,0.001941747572815534
3630,12001 DESSAU RD,1,0.001941747572815534
3629,12001 BLOCK METRIC BLVD,1,0.001941747572815534
3628,12000 [?PECAN CREEK PKWY,1,0.001941747572815534
3627,12000 W PARMER LN,1,0.001941747572815534
3626,12000 US HIGHWAY 183 SOUTH,1,0.001941747572815534
3625,12000 US 183 HWY NB,1,0.001941747572815534
3624,12000 US 183 HWY,1,0.001941747572815534
3622,12000 TO 13500 BLOCK SOUTH IH 35,1,0.001941747572815534
3650,12100,1,0.001941747572815534
